Date,FilingID,Company,Shares,Value
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Twenty-First Century Fox, Inc., Class A","7,457,034",180609364
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Twenty-First Century Fox, Inc., Class B","5,596,426",138455579
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Viacom, Inc., Class B","2,433,526",92717341
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Express Scripts Holding Co.,"4,416,930",311526073
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Mylan NV,"3,748,886",142907534
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Bed Bath & Beyond, Inc.","1,082,521",46667480
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Costco Wholesale Corp.,"3,070,173",468232084
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Dollar Tree, Inc.","1,651,603",130361025
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Liberty Interactive Corp. QVC Group, Class A","3,130,300",62637303
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"O&#146;Reilly Automotive, Inc.","665,279",186351301
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Ross Stores, Inc.","2,799,952",180036914
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Starbucks Corp.,"10,278,693",556488439
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Tractor Supply Co.,"936,764",63091055
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Ulta Salon Cosmetics & Fragrance, Inc.","437,005",103998450
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Walgreens Boots Alliance, Inc.","7,585,456",611539463
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Analog Devices, Inc.","2,154,864",138880985
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Applied Materials, Inc.","7,575,464",228400240
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Broadcom Ltd.,"2,771,987",478223197
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Intel Corp.,"33,157,543",1251697248
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Lam Research Corp.,"1,123,150",106373537
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Linear Technology Corp.,"1,680,122",99614433
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Maxim Integrated Products, Inc.","1,987,010",79341309
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Microchip Technology, Inc.","1,508,805",93757143
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Micron Technology, Inc.","7,277,505",129394039
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,NVIDIA Corp.,"3,749,512",256916562
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,NXP Semiconductors NV,"2,377,376",242516126
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"QUALCOMM, Inc.","10,328,108",707475398
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Skyworks Solutions, Inc.","1,314,006",100048417
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Texas Instruments, Inc.","7,030,951",493432141
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Xilinx, Inc.","1,776,469",96533325
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Activision Blizzard, Inc.","5,196,580",230208494
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Adobe Systems, Inc.","3,492,234",379047078
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Akamai Technologies, Inc.","1,224,513",64886944
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Autodesk, Inc.","1,555,170",112485446
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"CA, Inc.","2,936,201",97129529
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Cerner Corp.,"2,366,841",146152432
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Check Point Software Technologies Ltd.,"1,201,733",93266498
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Citrix Systems, Inc.","1,091,374",93006892
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Electronic Arts, Inc.","2,107,922",180016539
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Fiserv, Inc.","1,540,614",153244875
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Intuit, Inc.","1,793,305",197281483
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Microsoft Corp.,"54,614,333",3145785581
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"NetEase, Inc. ADR","535,143",128851731
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Paychex, Inc.","2,526,787",146225164
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Cisco Systems, Inc.","35,251,006",1118161910
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"T-Mobile US, Inc.","5,766,175",269395696
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Vodafone Group PLC ADR,"2,803,625",81725669
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Mattel, Inc.","2,387,231",72285355
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,CSX Corp.,"6,630,032",202215976
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Other assets less liabilities 0.1%,"39,515,775,492",20045384
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Cash,"39,515,775,492",126096948
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Shares sold,"822,397,466",552062246
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Investments purchased,"822,800,699",551797482
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Amount due to Sponsor,"97,403,211",12316220
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Amount due to Trustee,"8,370,942",2158482
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Undistributed net investment income,"46,614,196,005",14909771
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Trustee fees,"37,223,496",22333835
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Marketing expenses,"24,802,194",20191614
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Professional fees,"24,028,070",124879
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Other expenses,"138,439",1129262
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"(5,787,099,822","2,767,708,537",792269664
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Net realized gain,"683,150,337",2707445878
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Net change in unrealized appreciation (depreciation),"8,566,887,128",2767708537
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"(5,234,690,387","2,712,707,753",3806875940
2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Ordinary Income,2014,433083827
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"American Airlines Group, Inc.","3,716,169",176480866
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Tesla, Inc.","1,273,516",434396308
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Monster Beverage Corp.,"4,335,516",239537259
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Alexion Pharmaceuticals, Inc.","1,703,017",238916255
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Amgen, Inc.","5,567,822",1038120412
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Biogen, Inc.","1,613,374",505179667
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"BioMarin Pharmaceutical, Inc.","1,337,467",124478054
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Celgene Corp.,"5,970,075",870556336
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Gilead Sciences, Inc.","9,964,994",807363814
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Incyte Corp.,"1,569,668",183243042
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Regeneron Pharmaceuticals, Inc.","803,061",359064634
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Shire PLC ADR,"556,236",85181981
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Vertex Pharmaceuticals, Inc.","1,923,859",292503522
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Cintas Corp.,"804,560",116081917
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Cisco Systems, Inc.","38,153,360",1283097497
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Costco Wholesale Corp.,"3,346,766",549840186
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Walgreens Boots Alliance, Inc.","8,165,448",630535895
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Kraft Heinz Co. (The),"9,295,935",720899759
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Mondelez International, Inc., Class A","11,504,175",467759756
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"DENTSPLY Sirona, Inc.","1,751,272",104743578
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Hologic, Inc.","2,140,165",78522654
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"IDEXX Laboratories, Inc.","665,971",103551831
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Intuitive Surgical, Inc.","284,555",297610383
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Express Scripts Holding Co.,"4,407,090",279056939
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Henry Schein, Inc.","1,206,518",98922411
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Cerner Corp.,"2,530,204",180454149
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Marriott International, Inc., Class A","2,841,776",313334222
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Norwegian Cruise Line Holdings Ltd.,"1,741,030",94102672
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Starbucks Corp.,"11,017,734",591762493
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Wynn Resorts Ltd.,"782,658",116553429
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Amazon.Com, Inc.","3,665,578",3523903410
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Ctrip.com International Ltd. ADR,"3,495,426",184348767
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Expedia, Inc.","1,059,410",152491476
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"JD.com, Inc. ADR","7,004,502",267571977
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Liberty Interactive Corp. QVC Group, Series A","3,219,720",75888800
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Liberty Ventures, Series A","620,565",35713516
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"NetFlix, Inc.","3,294,509",597459207
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Priceline Group, Inc. (The)","374,365",685394929
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Akamai Technologies, Inc.","1,308,100",63730632
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Alphabet, Inc., Class A","2,274,302",2214533343
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Alphabet, Inc., Class C","2,653,456",2544956184
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Baidu, Inc. ADR","2,102,422",520748905
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"eBay, Inc.","8,167,130",314107820
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Facebook, Inc., Class A","18,086,933",3090514242
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"MercadoLibre, Inc.","336,952",87246981
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"NetEase, Inc. ADR","578,929",152727260
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Automatic Data Processing, Inc.","3,390,889",370691985
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Cognizant Technology Solutions Corp., Class A","4,506,826",326925158
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Fiserv, Inc.","1,606,000",207109760
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Paychex, Inc.","2,742,397",164434124
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Paypal Holdings, Inc.","9,174,963",587472881
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Hasbro, Inc.","954,462",93222304
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Mattel, Inc.","2,615,232",40483791
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Illumina, Inc.","1,114,100",221928720
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"PACCAR, Inc.","2,681,248",193961480
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Charter Communications, Inc., Class A","1,967,787",715133151
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Comcast Corp., Class A","35,893,523",1381182765
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Discovery Communications, Inc., Class A","1,174,610",25007447
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Discovery Communications, Inc., Class C","1,667,456",33782658
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"DISH Network Corp., Class A","1,737,352",94216599
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Liberty Global PLC, Class A","1,720,630",58346563
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Liberty Global PLC, Class C","4,544,486",148604692
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Liberty Global PLC Lilac, Class A","371,388",8824179
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Liberty Global PLC Lilac, Class C","921,623",21473816
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Sirius XM Holdings, Inc.","35,199,831",194303067
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Twenty-First Century Fox, Inc., Class A","8,031,470",211870179
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Twenty-First Century Fox, Inc., Class B","6,093,202",157143680
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Viacom, Inc., Class B","2,691,439",74929662
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Dollar Tree, Inc.","1,807,295",156909352
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Mylan NV,"4,092,188",128371937
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Verisk Analytics, Inc.","1,255,683",104460269
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,CSX Corp.,"6,969,086",378142607
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"JB Hunt Transport Services, Inc.","835,091",92761908
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Analog Devices, Inc.","2,805,509",241750710
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Applied Materials, Inc.","8,137,913",423903888
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Broadcom Ltd.,"3,102,575",752498540
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Intel Corp.,"35,855,976",1365395566
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,KLA-Tencor    Corp.,"1,196,799",126860694
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Lam Research Corp.,"1,239,639",229382801
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Maxim Integrated Products, Inc.","2,152,367",102689430
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Microchip Technology, Inc.","1,775,867",159437339
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Micron Technology, Inc.","8,500,933",334341695
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,NVIDIA Corp.,"4,578,380",818476993
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"QUALCOMM, Inc.","11,263,222",583885428
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Skyworks Solutions, Inc.","1,402,114",142875417
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Texas Instruments, Inc.","7,554,882",677219622
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Xilinx, Inc.","1,896,985",134363448
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Activision Blizzard, Inc.","5,760,464",371607533
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Adobe Systems, Inc.","3,764,970",561658225
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Autodesk, Inc.","1,672,604",187766525
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"CA, Inc.","3,214,535",107301178
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Check Point Software Technologies Ltd.,"1,247,182",142203692
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Citrix Systems, Inc.","1,156,150",88815443
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Electronic Arts, Inc.","2,355,790",278124567
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Intuit, Inc.","1,955,101",277898056
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Microsoft Corp.,"58,772,378",4377954437
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Symantec Corp.,"4,689,306",153856130
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"O&#146;reilly Automotive, Inc.","671,682",144660152
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Ross Stores, Inc.","2,969,675",191751915
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Tractor Supply Co.,"966,772",61187000
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Ulta Beauty, Inc.","468,776",105971502
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Apple, Inc.","39,413,497",6074408158
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Seagate Technology PLC,"2,196,363",72853361
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Western Digital Corp.,"2,250,096",194408294
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Fastenal Co.,"2,197,431",100158905
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"T-Mobile    US, Inc.","6,341,371",391008936
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Vodafone Group PLC ADR,"3,545,726",100911362
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Other assets less liabilities 0.0%,"52,162,471,046",15163683
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Cash,"52,162,471,046",146122755
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Shares sold,"1,124,728,626",784366200
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Investments purchased,"1,125,167,200",784061382
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Amount due to Licensor,"114,162,381",11052601
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Amount due to Trustee,"10,924,402",5124649
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Trustee fees,"34,109,036",26301891
2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Marketing expenses,"22,859,000",26129704
